Hviezdičky,Miesto,Adresa,Text,Datum
5,Veřejné koupaliště Olbersdorf,"Artur-Neumann-Straße 2A, 02785 Olbersdorf, Německo","Milé překvapení. Parkování naproti koupališti-cena příznivá. Vstup také v pořádku,  lze nakombinovat rodinné vstupné. Dost travnaté plochy, najdete zde možnost být ve stínu vzrostlých stromů. Nebo naopak.... smažit se na slunci. Dostatek košů a pořádek v areálu. Bazén pro plavce. Bazén pro blbnutí. Bazén pro mrňata. Tobogán,  skluzavky. Bazény s nerezovými vanami. Příjemné koupání. Příjemný relax. Občerstvení za ""normální"" ceny. Český a německý personál. Hřiště pro menší děti opět ve stínu.  Toalety v pořádku.  A že v létě trochu víc lidí.... tak to je asi normální a v pořádku.",2023-05-16
4,Koupaliště Svijanský Újezd,463 45 Svijanský Újezd-Pěnčín u Liberce,"Dnes bez koupání....
Areál slouží i ke kulturním a sportovním aktivitám. Čisto,  dostatek odpadkových košů, dostatečná pořadatelská služba. Zajištění stage, programu,  občerstvovacích stanovišť.",2023-05-16
5,Zřícenina hradu Zvířetice,"Podhradí 8, 294 01 Bakov nad Jizerou",Na zříceninu se dostanete lesní zpevněnou cestou. Je označena a lemují ji info cedule se zajímavý a naučnými informacemi. Na zříceninu je symbolické vstupné 50 Kč. Lze si zde zakoupit i turistické známky.  Na zřícenině je teď také aktivní interaktivní hra pro celou rodinu.,2023-05-16
3,KFC Mladá Boleslav Bondy C.,"tř. Václava Klementa 1459, 293 01 Mladá Boleslav 1","Jako rychlé občerstvení na exponovaném místě asi dobrý. Trochu nepořádek,  který byl hned uklizen.  WC na kód. Uklizené,  doplněné. Nabídka standardní.... Maso mírně pikantní,  dobré. Sezení prostorné uvnitř. Možnost sedět i venku,  ruší váš ale hlavní silnice....",2023-05-16
4,Restaurace Na Růžku,"Husova 532, 294 01 Bakov nad Jizerou","Stará dobrá klasika. Ničím nepřekvapí,  Ničím neoslní, ale Ničím neurazí! Milá a komunikativní obsluha se smyslem pro humor. To se cení.  Jídlo bylo dobré,  ceny standardní.",2023-05-16
4,Galaxy Centrum,"al. Wyzwolenia 18/20, 70-554 Szczecin, Polsko","Obchodní centrum v centru.... Dobrá příležitost k parkování a pak navštívit historické centrum Štětína. Cena za parking standardní jako v ČR. Obchodní centrum moderní,  se spousty pasáží, obchodů,  eskalátorů,  výtahů.  Eskalatory ""dobře"" umístěny,  aby nutily zákazníky projít kolem výloh. Na můj vkus příliš plýtvání volnými plochami. Centrální náměstí méně využité.  Toalety dobrý, mohly by být lepší.",2023-05-16
4,Chrobry Embankment Fountain,"Jana z Kolna 70, 70-953 Szczecin, Polsko","Krásná fontána u řeky. Je součástí další památky-Wały Chrobrego. A nad tím vším se tyčí budova Národního muzea. Dále můžete pokračovat do parku,  nebo si dát kávu či se projet v koňském povozu.",2023-05-16
5,Morskie Centrum Nauki,"Nad Duńczycą 1, 70-655 Szczecin, Polsko","Mořské centrum nauky, nově vystavěné, ještě nedokončené. Staré doky a jejich rekultivace.  Zajímavé, povedené, dobře využité finanční prostředky z fondů EU. Pro turisty zajimavé místo,  kde se na jednom břehu kocháte historií a na druhém břehu se díváte do budoucnosti.",2023-05-16
5,Sailors' Alley,"Bulwar Piastowski 1, 70-202 Szczecin, Polsko","Promenáda podél řeky. Krásné místo na procházky. Místo plné malých kavárniček. Místo, které pulsuje a žije. Dojdete až ke starému přístavu, k ostrůvkům, k ruskému kolu, městské pláži. Najdete zde bary, zábavu, relax. Každý si tu najde své....",2023-05-16
5,Pasaż Wiliama Turnera,"Świętego Ducha 4, 70-205 Szczecin, Polsko","Průchod věnovaný Williemu Turnerovi,  který zde ve Štětíně pobýval. Průvodní informace získáte na info ceduli.",2023-05-16
4,Archcathedral Basilica of St. James the Apostle,"św. Jakuba 1, 70-543 Szczecin, Polsko","Zajímavá stavba,  krásný kostel. Možnost nahlédnout dovnitř,  prohlédnout si vnitřní prostor. Lze také vystoupat na věž.",2023-05-16
4,Wyszak Family Brewery,"Księcia Mściwoja II 8, 70-535 Szczecin, Polsko","Restaurace pod radnicí s klepnutými stropy a výrobními tanky na pivo. Zajímavý prostor Pivo dobré, všechno jídlo výtečné. Zvolili jsme posezení venku.  Obsluha milá,  rychlá i jídlo připraveno rychle. Platba hotovostí i kartou.",2023-05-16
5,Old Town Hall,"Księcia Mściwoja II 8, 70-533 Szczecin, Polsko","Stará radnice, která není turistům zpřístupněna. Je zde úřad.  V budově se dále nachází Národní muzeum a z druhé strany budovy restaurace. Zajímavé propojení. Náměstíčko je malebné a v horkých dnech se můžete osvěžit pod vodní mlhou....",2023-05-16
5,Štětínský zámek,"Korsarzy 34, 70-540 Szczecin, Polsko","Jedna z dominantních památek historického centra - Štětínský zámek. Na všechma nádvoří nahlédnete zdarma. Je zde i občerstvení,  toalety. Vnitřní prostory jsme nenavštívili.",2023-05-16
5,Castle Way street art gallery,"Panieńska 47, 70-535 Szczecin, Polsko","Je na co se dívat.  Krásnej street. Oceňuji nápad, prostor a respekt....",2023-05-16
5,Kostel Svatých Petra a Pavla,"plac Świętych Piotra i Pawła 4, 70-521 Szczecin, Polsko","Krásná stavba. Kostel byl uzamčen, nešlo si prohlédnout krásné malby. Kostel je nejstarší a prý nejkrasnějsi církevní památkou ve Štětíně.",2023-05-16
5,Památník obětem v prosinci 1970,"Małopolska 47, 70-521 Szczecin, Polsko","Krásné místo,  krásné náměstíčko pro volnočasové aktivity. Památník je umístěn v jeho jedné části, neminete ho při vaši návštěvě Štětína a dozvíte se kousek historie....",2023-05-16
4,Pensjonat Lubar Dziwnów,"ul. Spadochroniarzy Polskich 6, 72-420 Dziwnów, Polsko","Ubytování rodinného typu. Parkování v zahradě. V nabídce jsou menší pokoje s koupelnou,  ale i ubytování apartmánoveho typu. Cenově velmi příznivé. Bohužel za zády vyrostly apartmány. Pohoda a klid do budoucna bude ta tam.....",2023-05-16
5,Plaża zachodnia Dziwnów,"Dziwnów, Polsko","Pláž krásná, písčitá, široká, bez lidí, kiosků a křiklounů s ""kukuřicí"". Plná relaxu a odpočinku,  která vybízí k nádherným procházkám a toulkám. Dostanete se po ní až do Międziwodzia....",2023-05-16
5,Falochron Punkt Widokowy,"Przymorze, 72-418 Dziwnów, Polsko","U mostu odbočíte směr marína,  projdete po upravené cestě s lavičkami až sem k vlnolamu. Krásná procházka.  Dostanete se i na pláž a nové dřevěné molo, které vás provede podél pláže.",2023-05-16
4,Shell,"odrzanska Przy M. Dk, Odrzańska, 66-100 Nowy Świat, Polsko","Čerpací stanice na sjezdu S3. Čistá,  uklizená, jen by mohli mít lepší stěrky na okna..... Ceny standardní 7,85 zl. Obsluha ok, toalety čisté.",2023-05-16
5,McDonald's,"MOP Sulechów, Nowy Świat 10b, 66-100 Sulechów, Polsko","Standardní místo se standardní nabídkou. Viditelné z dálnice. Sjezd dobrý. Postavené při staré silnici na Sulechów. Nepřeplněné místo. Parkování na pohodu. Sezení uvnitř i venku. Vedle čerpací stanice Shell. Ledová káva super, i když jsme chtěli kávu se zmrzkou. Jazyková bariera( ha ha ha) a věkový rozdíl zahrál svou roli 🙈.",2023-05-16
4,Bojzan,"Wojska Polskiego 7, 72-415 Międzywodzie, Polsko","Cukrárna s velkým výběrem pečiva, koláčů, zákusků, dortů, dezertů,  kávy a i zmrzliny.  Sezení uvnitř,  sezení venku pod skleněnou pergolou. Obsluze by slušelo více elánu a úsměvu.  Jejich sezóna teprve začíná.",2023-05-16
5,Lawendowy Dom,"Rybacka 8, 72-415 Międzywodzie, Polsko","Za mě úplně luxusní domácí kuchyně!!! Dostatečný výběr z hustých polévek i hlavních jídel.  Dezerty v podobě palačinek naprosto famózní.  A to ani nezmiňuji fenomenální polské ""surówki"" k jídlu. Klasický kompot jako nápoj..... Super.  Velmi milá obsluha,  která se o vás postará. Ceny standardní. Škoda,  že jsme je neobjevili dříve.... Sezení venku i uvnitř. Obsluha u stolu. Platba u baru.  Toaleta v hotelové recepci. 👍👍👍👏👏👏",2023-05-16
5,"Ciao Bella - włoska pizza, lody i gofry","Zwycięstwa 17, 72-415 Międzywodzie, Polsko","up date 2022:
Stále usměvavá a komunikativní paní majitelka.  Super káva.  Křehký gofry a fenomenální zmrzlina. 😊😊😊 Radost se vracet na některá místa! Děkujeme.

Příjemné místo ve stínu borovic, což v těchto horkých dnech opravdu oceníte. Umí nabídnout lahodnou kávu a vynikající zmrzlinu. V nabídce mají i gofry. Příjemná obsluha, která se nebojí s vámi mluvit.",2023-05-16
4,Petrol Station ORLEN,"Złotego Smoka 1, 66-400 Gorzów Wielkopolski, Polsko","Sjedete z hlavní trasy 1 km a čeká vás nepřeplněná čerpací stanice. Dostatek místa, parkovací místa.  Cena paliva také již okolo 50 Kč/l. Toalety v pořádku. Káva super.  Občerstvení a shop v pořádku.",2023-05-16
5,Nordbeans Sweet City,"Ruprechtická 365, 460 01 Liberec",Příjemná zastávka. Lahodná káva.  Super pečivo.  Usměvavé tváře za pultem.,2023-05-16
5,Chuchle Arena Praha,"Radotínská 69/34, 159 00 Praha 5","Sportovní areál pro koně, dostihy, parkur, zábavu,  odpočinek, relax a i adrenalin. Parkování v dosahu. Vstup přes pokladny. Zázemí komfortní.",2023-05-16
4,Jihočeská Hostěnice,"Staroměstské nám. 108, 293 01 Mladá Boleslav 1",Příjemné místo pro oběd. Zajímavý interiér. Na výběr z hotovek. Rychlá obsluha. Dobrá domácí limonáda.,2023-05-16
4,Občerstvení pod Lemberkem - Ráj pod Lemberkem,"50.77981113330976, 14.78730593618807, Lvová, 471 25 Jablonné v Podještědí","Malé,  příjemné občerstvení na konci nádvoří. Káva,  štrudl,  nanuky a další cukrovinky.  Nejdete zde i drobné upomínkové předměty,  šperky.  Milá obsluha. Posezení na nádvoří na sluníčku.",2023-05-16
4,Bredovský letohrádek,"Lvová 2, 471 25 Jablonné v Podještědí","Letohrádek s udržovanou zahradou, kde se hrají i letní divadelní představení. Veřejnosti je letohrádek otevřen jednou za měsíc.",2023-05-16
5,Lipová alej,"Unnamed Road, 471 25 Jablonné v Podještědí",Lipová alej vede od Bredovského letohrádku až ke Kapli Nejsvětější Trojice.  Stromy krásné a staré....,2023-05-16
3,Kaple Nejsvětější Trojice,"Liberecká 60, 471 25 Jablonné v Podještědí-Markvartice","Do Kaple Nejsvětější Trojice se nelze dostat.  Vchod je zazděn. Objekt značně zanedbaný. Zarostlý nálety. Škoda.  Zasloužil by investici a péči.  Od kaple vede stromořadí až Bredovskému letohrádku, který lze navštívit jen jeden víkend v měsíci.",2023-05-16
5,Zdislavina studánka,"Liberecká 59,, Liberecká 59, 471 25 Jablonné v Podještědí","Krásná stinná procházka. Zaparkovat lze  pod Lemberkem a vydat se po zpevněné, označené cestě až ke studánce. Po cestě jsou lavičky připravené k odpočinku.  Studánka/pramen je pitný....",2023-05-16
4,Chata Pláně pod Ještědem,"Pláně 47, 463 43 Světlá pod Ještědem-Český Dub","Aktualizace recenze: chata navštívena před týdnem. Bohužel musím konstatovat.... polévka výborná,  domácí knedlíky asi ohřáté v mikrovlnné troubě?? Tvrdé okraje.... Ovocný knedlík jinak dobrý.... Řizečky a hranolky super...
Ale velký problém je organizace,  nestíhající obsluha,  čekající hosté, záměny jídel u jednotlivých stolů.  To by chtělo vylepšit. To kazí celý dojem z jinak pohodového místa....

Turistická chata na svém místě. Ať už jdete směrem na Ještěd nebo z Ještědu. Otevřené okénko nabízí základní nabídku. Vaří se do krabiček. Na tácek dostanete domácí tvarohový koláč. Byl velmi dobrý, vláčný. Kofola pokulhává-bez bublin. Obsluha velmi milá.",2023-05-16
5,DŮM VÍNA Jablonec nad Nisou,"Komenského 791/23, 466 01 Jablonec nad Nisou 1","Prostor krásný,  zrekonstruovaný.... Vína dobrá.  Možný nákup,  ochutnávky, řízené degustace i posezení s přáteli.  Podzemní prostory jsou také krásné....",2023-05-16
5,Hřiště Na Rozcestí,"Vratislavice nad Nisou, 463 11 Liberec 30","Hezké hřiště s atrakcemi a slušným občerstvením.  Vhodné i pro pořádání firemních akcí,  sportovních dnů apod.",2023-05-16
3,Cinema city,"FORUM, Nám. Soukenné 669/2a, 460 01 Liberec-Perštýn","Vzdušné příjemné kino v OC. Obsluha ok, parkování ok, jen ty ceny za občerstvení,  konkrétně nápoje astronomické 🙈🙈🙈🤨",2023-05-16
5,"IT služby: PRO-IT.cz, Webyplus.cz, PC Pohotovost Liberec","U Domoviny 472/21, 460 01 Liberec-Perštýn",Rychlá a profesionální komunikace. Péče o zákazníka se 100% servisem 👌. Návrh optimálního řešení. Spokojenost.,2023-05-16
5,Kostel svatého Petra a Pavla,"Byšičky, 507 81 Lázně Bělohrad","Kostelík opředen pověstmi.... Krásné místo, ke kterému dojdete z Bažantnice nebo po asfaltové cestě z Lázní Bělohrad míjíte statek a podél křížové cesty dojdete k cíli. Čeká na vás malebný pohled do krajiny, která inspirovala nejednoho českého spisovatele....",2023-05-16
5,Odpočinkové místo Byšičky,"CJC6+3G, 507 81 Lázně Bělohrad","Odpočinkové místo udržované, uklizené, nepoškozené.  A krásný výhled do krajiny a na kostel.",2023-05-16
5,Pramen Vita,507 81 Lázně Bělohrad,"Výletní bod na krásné procházce parkem..... Lavičky k odpočinku, důkladná info tabule o prameni a složení vody. A pramen tekl....",2023-05-16
5,Bělohradská bažantnice,507 81 Lázně Bělohrad,"Krásná procházka parkem Bažantnice k prameni a dál k Byšičkám. Z části zpevněné plochy pak lesní širší pěšina, dnes trošku i rozbahněná.... Klidové místo a příjemná procházka.",2023-05-16
5,Prvorepubliková kavárna a cukrárna Lada,"Lázeňská 159, 507 81 Lázně Bělohrad","Krásná stylová prvorepubliková kavárnička. Interiér okouzlí. Nádobí překvapí. Mile překvapí. Káva podávána vč. pohárku vody 👍. Zákusky domácí vyráběny ve vlastní výrobně. U vchodu upozornění na platbu v hotovosti.  Informaci kvituji. Parkování v ulici.  Posezení venku i uvnitř, plus zadní teráska..... Obsluha milá, komunikativní, která umí poznat i na další návštěvu!",2023-05-16
5,MOL,"II CZ, Koutníkova 629/68, 503 01 Hradec Králové",Standardní nabídka čerpacístanice. Místo pro konzumaci uvnitř i venku. Káva 👍. Čisté toalety.,2023-05-16
3,Kongresové centrum Aldis,"Eliščino nábř. 375, 500 02 Hradec Králové 3","Prostorné centrum pro multifunkční využití. Podium a divácká část.  Chodby prostorné. Bohužel klimatizace nefunkční, při větším množství lidí brzy vydýchaný vzduch. Parkovací plochy v dosahu.",2023-05-16
4,ANNOVINO – Vinotéka OC Forum Liberec,"nám. Soukenné 669/2A, 460 01 Liberec-Perštýn","Dobrý point v OC Forum Liberec. Výběr, který uspokojí vaše chuťové buňky.  Lze si dát sklenku i na místě.  Obsluha usměvavá bez výtek.",2023-05-16
5,Starbucks,"Chlumecká 765/6, 190 00 Praha 14-Černý Most","Kavárna na pasáži, mimo food court.... Příjemné místo, soukromí chybí,  ale rychlá schůzka pracovní či s kamarádkou je ok.",2022-05-16
5,Grand Hotel Bohemia,"4, Králodvorská 652, Staré Město, 110 00 Praha 1",Hotel na dobré adrese s profesionální obsluhou a servisem. Velká spokojenost.  Snídaně také v pořádku a personál velmi milý a pohotový. Originální způsob popřání dobrého rána!,2022-05-16
5,Divadlo ABC,"Vodičkova 699/28, 110 00 Nové Město","Krásný, úžasný, velkorysý prostor. Divadelní bar a sezení příjemné. Nabídka standardní. Chlebíčky super. Káva průměr. Divadelní sál klimatizovaný. Představení a obsazení skvělé, famózní. Kulturní zážitek super.",2022-05-16
4,OBI Mladá Boleslav,"Na Radouči 1225, 293 01 Mladá Boleslav-Kosmonosy","Dostatečná parkovací plocha. Květiny již venku, bohatý sortiment.  Obsluha nápomocna. Nákup možný i přes www stránky a vyzvednutí na prodejně,  respektive v zadní části obchodu na výdeji.",2022-05-16
5,Plavecký stadion SK Slavia Praha,"Vladivostocká 1460, 100 00 Praha 10-Vršovice",Sportovní hala. Prostorná. Dobré zázemí. Spokojenost při naší sportovní akci.,2022-05-16
5,Paul,"Náměstí Republiky 1078, 110 00 Nové Město","Pekárna, káva s sebou.  Komunikativní obsluha, pohoda při ranní špičce.... Příjemný nákup i s sebou.....",2022-05-16
